audio_file,start,end,duration,command
01_04_25_10_20_56_000.wav,2.84909,3.854450155870146,1.0053601558701462,yawright
01_04_25_10_20_56_000.wav,6.64597,7.0783348521392,0.43236485213919984,none
01_04_25_10_20_56_000.wav,8.036808807453864,8.410522388628976,0.373713581175112,forward
01_04_25_10_20_56_000.wav,11.413514818086563,11.996068341683062,0.5825535235964985,none
01_04_25_10_20_56_000.wav,12.644571320781049,13.238041574091167,0.5934702533101177,none
01_04_25_10_20_56_000.wav,13.238041574091167,13.424973210882017,0.18693163679085067,up
01_04_25_10_20_56_000.wav,16.07909,16.34540037692857,0.26631037692856907,none
01_04_25_10_20_56_000.wav,16.34540037692857,16.505415707595407,0.16001533066683749,up
01_04_25_10_20_56_000.wav,25.20847,25.617253325167642,0.4087833251676436,none
01_04_25_10_20_56_000.wav,25.617253325167642,26.06909,0.45183667483235723,left
01_04_25_10_20_56_000.wav,29.79847,30.153033042602775,0.35456304260277705,none
01_04_25_10_20_56_000.wav,30.153033042602775,30.65909,0.5060569573972238,left
01_04_25_10_20_56_000.wav,41.173697396315184,41.58038570524104,0.40668830892585817,forward
01_04_25_10_20_56_000.wav,42.87242624971519,43.6658488929423,0.7934226432271103,none
01_04_25_10_20_56_000.wav,43.6658488929423,44.05951644874201,0.39366755579970913,down
01_04_25_10_20_56_000.wav,46.55450479420404,47.35457033791626,0.8000655437122148,none
01_04_25_10_20_56_000.wav,47.35457033791626,47.85472,0.5001496620837429,left
01_04_25_10_20_56_000.wav,50.10453183186073,50.786009538709465,0.6814777068487317,none
01_04_25_10_20_56_000.wav,51.03047280882254,51.31360518272138,0.2831323738988445,forward
01_04_25_10_20_56_000.wav,52.78222,53.15347,0.3712499999999963,none
01_04_25_10_20_56_001.wav,2.49472,3.49034,0.9956200000000002,yawright
01_04_25_10_20_56_001.wav,7.00842703392483,7.5312402186213365,0.5228131846965063,none
01_04_25_10_20_56_001.wav,8.390147593479883,8.912960778176389,0.5228131846965063,forward
01_04_25_10_20_56_001.wav,11.45534,11.91097,0.4556300000000011,down
01_04_25_10_20_56_001.wav,15.727234854108323,16.419064358461945,0.6918295043536222,right
01_04_25_10_20_56_001.wav,17.016565140972236,17.49349151376522,0.47692637279298467,none
01_04_25_10_20_56_001.wav,18.0941,18.4941,0.3999999999999986,forward
01_04_25_10_20_56_001.wav,22.52534,23.28917033680609,0.763830336806091,none
01_04_25_10_20_56_001.wav,23.28917033680609,23.526750838239277,0.237580501433186,up
01_04_25_10_20_56_001.wav,27.06472,27.95702576203772,0.8923057620377186,none
01_04_25_10_20_56_001.wav,27.95702576203772,28.373894559556486,0.4168687975187666,left
01_04_25_10_20_56_001.wav,30.82784,31.045905498357875,0.21806549835787692,none
01_04_25_10_20_56_001.wav,31.628484928391078,32.1236774439193,0.4951925155282204,none
